schema_version,record_type,id,unit_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,provenance
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0223,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FE,223,111Fe,111Fe,343,349,13891,13899,15194,15202,\Bbb R,\Bbb R,f9d62b077eddf72778fc05527c5aa4d2352f16a46a94808294fdc2cb7e406580,f9d62b077eddf72778fc05527c5aa4d2352f16a46a94808294fdc2cb7e406580,22316cdc991b42844c0fcdb72f227b6d4c0e8457a736e325af2845b7b3df7f6c,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0224,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FE,224,111Fe,111Fe,347,355,14009,14014,15326,15331,a_0,a_0,241d658a47ae5a648564f3675875be1575594fcddb6a8b05afdadd042ea6c1b7,241d658a47ae5a648564f3675875be1575594fcddb6a8b05afdadd042ea6c1b7,241d658a47ae5a648564f3675875be1575594fcddb6a8b05afdadd042ea6c1b7,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0225,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FE,225,111Fe,111Fe,348,355,14016,14028,15333,15345,"a_1,\ldots","a_1,\ldots",71abe6c17723453e4916e36009bd8e89a72e0cd387f71ead62fe0b3e646904a8,71abe6c17723453e4916e36009bd8e89a72e0cd387f71ead62fe0b3e646904a8,71abe6c17723453e4916e36009bd8e89a72e0cd387f71ead62fe0b3e646904a8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0226,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,226,111G,111Ga,353,359,14168,14176,15503,15511,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0227,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,227,111G,111Ga,359,365,14351,14354,15674,15677,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0228,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,228,111G,111Ga,359,365,14373,14382,15707,15716,\frak S,\frak S,c4247956c1371b73a7c187175dba4591aaad37b616647acc0b6a1c213c8a20e3,c4247956c1371b73a7c187175dba4591aaad37b616647acc0b6a1c213c8a20e3,b5bbac7e088cdf6fbe81db176e29ad3bf3d82167cc08b48d3895d95b1be3f167,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0229,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,229,111G,111Ga,361,366,14410,14418,15773,15781,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0230,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,230,111G,111Ga,361,366,14442,14445,15787,15790,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0231,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,231,111G,111Ga,362,368,14480,14489,15826,15835,\frak S,\frak S,c4247956c1371b73a7c187175dba4591aaad37b616647acc0b6a1c213c8a20e3,c4247956c1371b73a7c187175dba4591aaad37b616647acc0b6a1c213c8a20e3,b5bbac7e088cdf6fbe81db176e29ad3bf3d82167cc08b48d3895d95b1be3f167,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0232,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,232,111G,111Ga,363,369,14524,14557,15885,15918,\frak S\subseteq\Cal P(\Cal PX),\frak S\subseteq\Cal P(\Cal PX),7ffa7ec1aad5d97c174f99ec074015802b2fc7cda48f38eecf6c8ca2afdfcd9e,7ffa7ec1aad5d97c174f99ec074015802b2fc7cda48f38eecf6c8ca2afdfcd9e,8f143c97c586aff7effd72e5e25060bc91ba10776e041dab6be456e01e89f29f,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0233,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,233,111G,111Ga,365,371,14581,14612,15940,15971,\bigcap\frak S=\{E:E\in\Sigma,\bigcap\frak S=\{E:E\in\Sigma,88b6403754329750a588bd35317e35f115da43a71bd52121f24842d83a35d2cd,88b6403754329750a588bd35317e35f115da43a71bd52121f24842d83a35d2cd,55faaee2e3f375152dedb312439c1797616a681e141101074f27b6c242d3c3d7,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0234,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,234,111G,111Ga,365,371,14623,14643,15985,16005,"\Sigma\in\frak
S\}","\Sigma\in\frak
S\}",d085953594b56105e2c007fcab48539217e02c2c8c82bee350315ec52aed4f50,d085953594b56105e2c007fcab48539217e02c2c8c82bee350315ec52aed4f50,189e4ffa7f71576aaf9e3df3ac88eecce382ef4c174985602dc43bf99a887a6e,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0235,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,235,111G,111Ga,368,374,14685,14693,16046,16054,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0236,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,236,111G,111Ga,369,375,14716,14725,16075,16084,\frak S,\frak S,c4247956c1371b73a7c187175dba4591aaad37b616647acc0b6a1c213c8a20e3,c4247956c1371b73a7c187175dba4591aaad37b616647acc0b6a1c213c8a20e3,b5bbac7e088cdf6fbe81db176e29ad3bf3d82167cc08b48d3895d95b1be3f167,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0237,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,237,111G,111Ga,369,375,14732,14740,16104,16112,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0238,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,238,111G,111Ga,369,375,14763,14766,16118,16121,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0239,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,239,111G,111Ga,370,377,14805,14814,16162,16171,\frak S,\frak S,c4247956c1371b73a7c187175dba4591aaad37b616647acc0b6a1c213c8a20e3,c4247956c1371b73a7c187175dba4591aaad37b616647acc0b6a1c213c8a20e3,b5bbac7e088cdf6fbe81db176e29ad3bf3d82167cc08b48d3895d95b1be3f167,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0240,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,240,111G,111Ga,370,378,14835,14855,16192,16212,\Sigma_0\in\frak S,\Sigma_0\in\frak S,54ca0707f1403bb633ea948cd979dd158f8e27811ccfcd46406a68d44885a4a5,54ca0707f1403bb633ea948cd979dd158f8e27811ccfcd46406a68d44885a4a5,50684edb61c0a75f90ed3028d86266e36cf2a673e49562dc005754bed93c6bdd,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0241,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,241,111G,111Ga,371,379,14862,14911,16219,16268,\bigcap\frak S\subseteq\Sigma_0\subseteq\Cal PX,\bigcap\frak S\subseteq\Sigma_0\subseteq\Cal PX,070aff0f0877b1762779ccebb8b7eb503385c0a1e19c13050644b9ed318520f1,070aff0f0877b1762779ccebb8b7eb503385c0a1e19c13050644b9ed318520f1,d922f9761ceabdbee51907f1c41b954a5d912b92c4f3a5b56aa2c27dc098f0ad,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0242,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,242,111G,111Ga,372,380,14932,14948,16294,16310,\bigcap\frak S,\bigcap\frak S,d874abd561d1f20b849e67f278e5c13dc31567a3da029ffc59972110ec56bfd5,d874abd561d1f20b849e67f278e5c13dc31567a3da029ffc59972110ec56bfd5,081e1c1ff75805a1b963618cce4ecba57f9f185b60e82ff3f3df3c26af10cbd2,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0243,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,243,111G,111Ga,372,380,14964,14967,16333,16336,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0244,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,244,111G,111Ga,372,381,14976,14996,16343,16363,\emptyset\in\Sigma,\emptyset\in\Sigma,0603252279fe203b6371a7e2e052ec327c6249ad4bc20c00413cbc7d523984a9,0603252279fe203b6371a7e2e052ec327c6249ad4bc20c00413cbc7d523984a9,0603252279fe203b6371a7e2e052ec327c6249ad4bc20c00413cbc7d523984a9,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0245,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,245,111G,111Ga,373,381,15007,15025,16377,16395,\Sigma\in\frak S,\Sigma\in\frak S,184574f57f1ede5ec17f580cc9fcf41c1489157bd4b8a2888b901da3aeaf7d99,184574f57f1ede5ec17f580cc9fcf41c1489157bd4b8a2888b901da3aeaf7d99,2f2c1ea4821977aafb890975ac3831f8bac34f24004467ca239f21671aaf1560,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0246,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,246,111G,111Ga,374,382,15030,15058,16406,16434,\emptyset\in\bigcap\frak S,\emptyset\in\bigcap\frak S,e9895fb988f6721468655075be64de8768a133925ee93f53fa12d8eef6465d2d,e9895fb988f6721468655075be64de8768a133925ee93f53fa12d8eef6465d2d,cab46827c23f729b64a0cd4eb5d0e8a4d5de98f3eb67e35fb7a365ba538062d1,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0247,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,247,111G,111Ga,375,382,15071,15091,16447,16467,E\in\bigcap\frak S,E\in\bigcap\frak S,b56b43beb3efe755ea896e31f812d9a60dc8e3260b2079cd8339125252715646,b56b43beb3efe755ea896e31f812d9a60dc8e3260b2079cd8339125252715646,a860974169293085d5e5d344dabbbcd85b45913bdbb68470136e9f9422061c39,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0248,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,248,111G,111Ga,375,383,15097,15109,16474,16486,E\in\Sigma,E\in\Sigma,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0249,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,249,111G,111Ga,375,383,15120,15138,16500,16518,\Sigma\in\frak S,\Sigma\in\frak S,184574f57f1ede5ec17f580cc9fcf41c1489157bd4b8a2888b901da3aeaf7d99,184574f57f1ede5ec17f580cc9fcf41c1489157bd4b8a2888b901da3aeaf7d99,2f2c1ea4821977aafb890975ac3831f8bac34f24004467ca239f21671aaf1560,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0250,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,250,111G,111Ga,376,384,15143,15166,16529,16552,X\setminus E\in\Sigma,X\setminus E\in\Sigma,6352e47a2abec4ffc2cc5959f98cf91139a7b0c4e8cafd1bc8556a0ab6553796,6352e47a2abec4ffc2cc5959f98cf91139a7b0c4e8cafd1bc8556a0ab6553796,75ea76760ae72693d5bad90776041319b6ebd7de3a7ef6f7000cc8b5c2aaec9c,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0251,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,251,111G,111Ga,376,384,15177,15195,16566,16584,\Sigma\in\frak S,\Sigma\in\frak S,184574f57f1ede5ec17f580cc9fcf41c1489157bd4b8a2888b901da3aeaf7d99,184574f57f1ede5ec17f580cc9fcf41c1489157bd4b8a2888b901da3aeaf7d99,2f2c1ea4821977aafb890975ac3831f8bac34f24004467ca239f21671aaf1560,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0252,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,252,111G,111Ga,376,385,15200,15231,16589,16620,"X\setminus
E\in\bigcap\frak S",X\setminus E\in\bigcap\frak S,65b52cff8d83ffb59c2994f9970fa5e2033ed9948889b243478902110fb9fa6a,1e7f12e98dca091886cf3a987e549f7bc019e9f68d9e0c944dc878d87254b333,254cf44432be3a11eddd295ac179ba2c5c05b905766ab9f345f4823f586501d7,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0253,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,253,111G,111Ga,377,386,15244,15277,16636,16669,\langle E_n\rangle_{n\in\Bbb N},\langle E_n\rangle_{n\in\Bbb N},705523b1e443112bfe7e49097ed775865a0c1b0262504e58a7759405f1523c7b,705523b1e443112bfe7e49097ed775865a0c1b0262504e58a7759405f1523c7b,10e29aed3353023b170869c4aac7aac23b33ba7104f37da4731e0722ee3ab858,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0254,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,254,111G,111Ga,378,387,15297,15313,16697,16713,\bigcap\frak S,\bigcap\frak S,d874abd561d1f20b849e67f278e5c13dc31567a3da029ffc59972110ec56bfd5,d874abd561d1f20b849e67f278e5c13dc31567a3da029ffc59972110ec56bfd5,081e1c1ff75805a1b963618cce4ecba57f9f185b60e82ff3f3df3c26af10cbd2,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0255,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,255,111G,111Ga,378,387,15332,15350,16734,16752,\Sigma\in\frak S,\Sigma\in\frak S,184574f57f1ede5ec17f580cc9fcf41c1489157bd4b8a2888b901da3aeaf7d99,184574f57f1ede5ec17f580cc9fcf41c1489157bd4b8a2888b901da3aeaf7d99,2f2c1ea4821977aafb890975ac3831f8bac34f24004467ca239f21671aaf1560,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0256,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,256,111G,111Ga,379,388,15352,15385,16754,16787,\langle E_n\rangle_{n\in\Bbb N},\langle E_n\rangle_{n\in\Bbb N},705523b1e443112bfe7e49097ed775865a0c1b0262504e58a7759405f1523c7b,705523b1e443112bfe7e49097ed775865a0c1b0262504e58a7759405f1523c7b,10e29aed3353023b170869c4aac7aac23b33ba7104f37da4731e0722ee3ab858,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0257,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,257,111G,111Ga,379,388,15403,15411,16812,16820,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0258,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,258,111G,111Ga,380,389,15416,15450,16831,16865,\bigcup_{n\in\Bbb N}E_n\in\Sigma,\bigcup_{n\in\Bbb N}E_n\in\Sigma,d5a618ba7c593083d739e1a9db42d346ff268960da201633cdb064c5cfe5a276,d5a618ba7c593083d739e1a9db42d346ff268960da201633cdb064c5cfe5a276,6e05688cdefc79591bcde87f1f20a245c283006aba6b283457185bf0eb2447b9,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0259,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,259,111G,111Ga,380,389,15456,15464,16874,16882,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0260,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GA,260,111G,111Ga,381,390,15479,15521,16902,16944,\bigcup_{n\in\Bbb N}E_n\in\bigcap\frak S,\bigcup_{n\in\Bbb N}E_n\in\bigcap\frak S,39d2087efb3965ca21c2d739121d29c1eb149234898715a270aaf134e27028b2,39d2087efb3965ca21c2d739121d29c1eb149234898715a270aaf134e27028b2,b792cbce205c61954cc2309c278534f5299f96e04b23b59eee358d949ab4de2d,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0261,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111GB,261,111Gb,111Gb,383,392,15563,15571,16997,17005,\Cal A,\Cal A,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
