schema_version,record_type,id,rights_id,resource_kind,uri,local_path,bytes,sha256,rows,file_count,expanded_bytes,relation,verification_status,provenance
1.1.0,resource,O007-RESOURCE-MT234-TARGET,,translated-target,,source/id-ID/mt234.tex,55719,0d572c4b4edf3c93d18db7c03660a51e618d5b62f64919ae7d50433d01524931,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S234,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT234-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT234-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter23/mt234-unit-qa.json,8199,58620f28f86f5798d646d95faff30ff10ef70b7da7518329f1d9b56b0c9cafa6,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S234",pass=true; exact source/target identities and ledgered math topology,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT234-SOURCE"",""O007-RESOURCE-MT234-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT235-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt235.tex,47626,1dbe8b3dd740032837a382d66c3d3e738a0702db7ae5d6980dbf75c156ae87da,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S235,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT235-TARGET,,translated-target,,source/id-ID/mt235.tex,50941,5500025e8d65254fc6c4f5135be81aa08eaf02fb4cf20dadefdbefa0880febaf,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S235,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT235-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT235-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter23/mt235-unit-qa.json,3608,b1586fb1b13eb99a42065a4d4b4b5ce5732af7270c263fed6d01e4c2638ab7f7,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S235",pass=true; exact source/target identities and ledgered math topology,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT235-SOURCE"",""O007-RESOURCE-MT235-TARGET""]}"
1.1.0,resource,O007-RESOURCE-CH24-SOURCE-CORRECTIONS,,source-correction-ledger,,backend/catalog-v1.12/snapshots/inherited-v1.11-chapter24-source-corrections.csv,76187,8eea8356410ec8cf7b9729ea07ccf8f462b7bd4f6ddbda92ff9747b2919752fb,153,,,exact cumulative source-to-target correction ledger through Volume II Chapter 24,153 unique rows; all Chapter 24 hash-bound source corrections represented,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT24-SOURCE"",""O007-RESOURCE-MT241-SOURCE"",""O007-RESOURCE-MT242-SOURCE"",""O007-RESOURCE-MT243-SOURCE"",""O007-RESOURCE-MT244-SOURCE"",""O007-RESOURCE-MT245-SOURCE"",""O007-RESOURCE-MT246-SOURCE"",""O007-RESOURCE-MT247-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH24-TERMINOLOGY-DECISIONS,,terminology-decision-log,,backend/catalog-v1.12/snapshots/inherited-v1.11-chapter24-terminology-decisions.md,15576,8018ac740821fbe8d65dced94ca91cf5ebdd964f2b15ed2b89ee0a5bd71e698d,,,,current Indonesian terminology decisions through complete Chapter 24,current exact bytes; preferred Chapter 24 mathematical terms explicit,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT24-SOURCE"",""O007-RESOURCE-MT241-SOURCE"",""O007-RESOURCE-MT242-SOURCE"",""O007-RESOURCE-MT243-SOURCE"",""O007-RESOURCE-MT244-SOURCE"",""O007-RESOURCE-MT245-SOURCE"",""O007-RESOURCE-MT246-SOURCE"",""O007-RESOURCE-MT247-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH24-MODEL-PROVENANCE,,model-provenance-note,,backend/catalog-v1.11/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the cumulative through-Chapter-24 backend,exact required model identification,"{""basis"":""OpenAI Codex gpt-5.6-sol, Ultra"",""kind"":""model-provenance""}"
1.1.0,resource,O007-RESOURCE-MT24-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt24.tex,2859,016a53e3c7640f049281e4b97659913bc9c6c53e3171a51610b7e5dce6c00120,,,,official mt2.2016 authority member for O007-FREMLIN-V2-C24-INTRO,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT24-TARGET,,translated-target,,source/id-ID/mt24.tex,2991,f40a419b1451a22b2e99457610fe2baa585e9365b0f84b88f6699da4e6c3c076,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-C24-INTRO,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT24-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT24-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter24/mt24-unit-qa.json,2036,14552869ebd1685d668b1b60c39d3d8c36f490196c53a5d1869f747ec8d8ebf6,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-C24-INTRO",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT24-SOURCE"",""O007-RESOURCE-MT24-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT241-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt241.tex,34479,33d1c976b96320f8b1745fe7db4688ae5351e6d0e8942d0d5f370429e1dea3b6,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S241,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT241-TARGET,,translated-target,,source/id-ID/mt241.tex,37302,6b4e94e7712643412b709aa11c66e584737a00af7e46f9f6679ce64cfbca62bb,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S241,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT241-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT241-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter24/mt241-unit-qa.json,4041,88f49836bfd7472d294e94772b30ed81ea666b904fbd0db5017e00ec1c524816,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S241",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT241-SOURCE"",""O007-RESOURCE-MT241-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT242-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt242.tex,47698,4d412f80e81282d7bd8551239a773fbee785f79336a4ba7df37edc8686b68356,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S242,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT242-TARGET,,translated-target,,source/id-ID/mt242.tex,51833,310e90bf4cb2551bdb768681444c21bb3da6ac3764d3f7a3e59e31efeb49dcf8,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S242,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT242-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT242-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter24/mt242-unit-qa.json,5297,7682293064ca63d8153f5d97a6331dc887ca26680616d4b88af7f045abbce83d,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S242",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT242-SOURCE"",""O007-RESOURCE-MT242-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT243-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt243.tex,36390,7df4f80bf8316c225b85ace5ef024dee4efbcffe24abc43a852d77dc5a75f593,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S243,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT243-TARGET,,translated-target,,source/id-ID/mt243.tex,37945,66257d05024217eb7c99784102fe7f2f45f27aa4e387b87652cd1bf34ae775af,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S243,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT243-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT243-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter24/mt243-unit-qa.json,3819,9b9db3b19faf2fce7e99dcf5a7b917c4a884e2a2c6e639040257ce97dcb893c3,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S243",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT243-SOURCE"",""O007-RESOURCE-MT243-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT244-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt244.tex,63066,52c74d86acc909393aafecf2b00aaa816ac2e1bc7606e472d33b63c48f323756,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S244,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT244-TARGET,,translated-target,,source/id-ID/mt244.tex,67611,278b37f4377f5d717de8eecb99fb350c26193d721cd88684de32feacee678921,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S244,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT244-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT244-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter24/mt244-unit-qa.json,7105,2621f4e301594245a510745597946143f97e3a542370bef3257110b2803fd5a0,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S244",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT244-SOURCE"",""O007-RESOURCE-MT244-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT245-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt245.tex,52840,19e093b1978a9f74180552b607e7628e9960117de68ed7f35eb1236d5ea2efce,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S245,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT245-TARGET,,translated-target,,source/id-ID/mt245.tex,55808,7e1320478eeccae15765f56182ecb9d29be8669f0cb7f396c1bdfb90a0776206,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S245,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT245-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT245-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter24/mt245-unit-qa.json,8989,990ee02778e59b5f96d76a3d136af17aefd6b458a73ce0a1d2a126141fa8e5db,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S245",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT245-SOURCE"",""O007-RESOURCE-MT245-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT246-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt246.tex,37739,c67d44acbfa6eb4609e7c27ea31e5388276ddf3c6f1b68e33ccbac70a6f01e35,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S246,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT246-TARGET,,translated-target,,source/id-ID/mt246.tex,40468,fbacbf271fb7b15b5b4d532df2c3fb23e8ec7d28cb84cf49b7f10afae784559c,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S246,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT246-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT246-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter24/mt246-unit-qa.json,5923,9232041ce5e2450688e4b5526abadca193241233a70252644da9fa235e216f22,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S246",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT246-SOURCE"",""O007-RESOURCE-MT246-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT247-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt247.tex,20601,2bff84b77ca96c2765aab90f7cf9bceaa8aa9ce8f3f379d6b701e507a43b4e75,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S247,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT247-TARGET,,translated-target,,source/id-ID/mt247.tex,21977,cc041e9996927e2cc72b8264b2ccbb3c45543a0568b84bdd60c55d76c7ea7b6a,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S247,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT247-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT247-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter24/mt247-unit-qa.json,2777,697bfa2b73d1fda5582c4fd1a6d2f6b58aad3ee4295f79c692d14e66b9551da1,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S247",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter24-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT247-SOURCE"",""O007-RESOURCE-MT247-TARGET""]}"
1.1.0,resource,O007-RESOURCE-THROUGH-S252-SOURCE-CORRECTIONS,,source-correction-ledger,,backend/catalog-v1.13/snapshots/inherited-v1.12-through-s252-source-corrections.csv,84926,56df17bd5a0166d18d3367b8c48fa6ae8119db02aff877dc2036b23e03493f60,169,,,exact cumulative source-to-target correction ledger through Volume II Section 252,169 unique rows; all THROUGH S252 hash-bound source corrections represented,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT25-SOURCE"",""O007-RESOURCE-MT251-SOURCE"",""O007-RESOURCE-MT252-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-THROUGH-S252-TERMINOLOGY-DECISIONS,,terminology-decision-log,,backend/catalog-v1.13/snapshots/inherited-v1.12-through-s252-terminology-decisions.md,18367,1730d1e3eca3c14b4466fc17216f29aece885d0d452475d1eb75686ef8a9da00,,,,current Indonesian terminology decisions through Section 252,current exact bytes; preferred THROUGH S252 mathematical terms explicit,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT25-SOURCE"",""O007-RESOURCE-MT251-SOURCE"",""O007-RESOURCE-MT252-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-THROUGH-S252-MODEL-PROVENANCE,,model-provenance-note,,backend/catalog-v1.12/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the cumulative THROUGH S252 backend,exact required model identification,"{""basis"":""OpenAI Codex gpt-5.6-sol, Ultra"",""kind"":""model-provenance""}"
1.1.0,resource,O007-RESOURCE-MT25-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt25.tex,4281,c6acf50a3ae74c0dce17ad4e779224651e472bccca231179aa13a221de8cad3e,,,,official mt2.2016 authority member for O007-FREMLIN-V2-C25-INTRO,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT25-TARGET,,translated-target,,source/id-ID/mt25.tex,4234,e51e511ed741437fc6f3f80e410c6cb73600bc99cecbbf512d738e211567866a,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-C25-INTRO,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT25-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT25-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter25/mt25-unit-qa.json,2042,b5e850e2c9b3d5f03df2cc69986660c743c0f8cb5af990a8197aa4c021019d7e,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-C25-INTRO",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT25-SOURCE"",""O007-RESOURCE-MT25-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT251-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt251.tex,74191,8b40209abfa0f65a66741ea8eddfa7f5a3132b89633f0d0d96d84a811de2135e,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S251,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT251-TARGET,,translated-target,,source/id-ID/mt251.tex,78131,2ef9995b60900bb0801256450e758c3f69c89ac84b930e2a2a8a4f93e3011cb5,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S251,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT251-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT251-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter25/mt251-unit-qa.json,8149,7789ce411efd70466c09954af0bc376ec18004d3b2b737222484e27b81077122,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S251",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT251-SOURCE"",""O007-RESOURCE-MT251-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT252-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt252.tex,75782,b4bd9d2920d34292a75d569ee9b6601b93980d7baf628dc144054877935a324c,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S252,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT252-TARGET,,translated-target,,source/id-ID/mt252.tex,82128,56c9b7983b6c965daf0df370b058745e44d29646bf07ad2f46532efedc481d56,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S252,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT252-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT252-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter25/mt252-unit-qa.json,10696,9792282eab64642f0cf6259aa9c3cb2668d8dc586fb2970b6d78a61e5e36238d,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S252",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""through-s252-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT252-SOURCE"",""O007-RESOURCE-MT252-TARGET""]}"
1.1.0,resource,O007-RESOURCE-CH25-COMPLETE-SOURCE-CORRECTIONS,,source-correction-ledger,,backend/catalog-v1.14/snapshots/inherited-v1.13-through-chapter25-source-corrections.csv,119360,a7180658db9639d7e10bc2425746c0fc67f0f94979eb16106f928af6628c4e2e,244,,,exact cumulative source-to-target correction ledger through complete Volume-II Chapter 25,244 unique rows; every hash-bound Chapter 25 correction matches the receipt exception union,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter25-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT253-SOURCE"",""O007-RESOURCE-MT254-SOURCE"",""O007-RESOURCE-MT255-SOURCE"",""O007-RESOURCE-MT256-SOURCE"",""O007-RESOURCE-MT257-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH25-COMPLETE-TERMINOLOGY-DECISIONS,,terminology-decision-log,,backend/catalog-v1.14/snapshots/inherited-v1.13-through-chapter25-terminology-decisions.md,26512,431244697e4d08820f4230822001c064a59f92e76ac4df337c4df39754bbda0e,,,,current Indonesian terminology decisions through complete Chapter 25,current exact bytes; preferred Section 253-257 mathematical terms explicit,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter25-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT253-SOURCE"",""O007-RESOURCE-MT254-SOURCE"",""O007-RESOURCE-MT255-SOURCE"",""O007-RESOURCE-MT256-SOURCE"",""O007-RESOURCE-MT257-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH25-COMPLETE-MODEL-PROVENANCE,,model-provenance-note,,backend/catalog-v1.13/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the complete-Chapter-25 cumulative backend,exact required model identification,"{""basis"":""OpenAI Codex gpt-5.6-sol, Ultra"",""kind"":""model-provenance""}"
