schema_version,record_type,id,unit_id,rights_id,segment_id,relation_type,order,source_anchor,target_reference,resolution_status,source_locator,target_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0189,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0309,index-refers-to-volume1-anchor,189,O007-FREMLIN-V1-MTI-GE0056,136G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:6959,source/id-ID/mti.tex:4151,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0190,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0309,index-refers-to-volume1-anchor,190,O007-FREMLIN-V1-MTI-GE0056,136H,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:6959,source/id-ID/mti.tex:4151,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0191,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0309,index-refers-to-volume1-anchor,191,O007-FREMLIN-V1-MTI-GE0056,136Xc,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:6959,source/id-ID/mti.tex:4151,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0192,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0309,index-refers-to-volume1-anchor,192,O007-FREMLIN-V1-MTI-GE0056,136Xk,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:6959,source/id-ID/mti.tex:4151,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0193,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0309,index-refers-to-volume1-anchor,193,O007-FREMLIN-V1-MTI-GE0056,136Yb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:6960,source/id-ID/mti.tex:4152,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0194,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0309,index-refers-to-volume1-anchor,194,O007-FREMLIN-V1-MTI-GE0056,136Yc,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:6960,source/id-ID/mti.tex:4152,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0195,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0318,index-refers-to-volume1-anchor,195,O007-FREMLIN-V1-MTI-GE0057,114Aa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7145,source/id-ID/mti.tex:4267,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0196,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0318,index-refers-to-volume1-anchor,196,O007-FREMLIN-V1-MTI-GE0057,114G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7145,source/id-ID/mti.tex:4267,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0197,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0318,index-refers-to-volume1-anchor,197,O007-FREMLIN-V1-MTI-GE0057,114Yj,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7146,source/id-ID/mti.tex:4268,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0198,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0318,index-refers-to-volume1-anchor,198,O007-FREMLIN-V1-MTI-GE0057,115Ab,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7146,source/id-ID/mti.tex:4268,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0199,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0318,index-refers-to-volume1-anchor,199,O007-FREMLIN-V1-MTI-GE0057,115Xa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7146,source/id-ID/mti.tex:4268,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0200,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0318,index-refers-to-volume1-anchor,200,O007-FREMLIN-V1-MTI-GE0057,115Xc,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7146,source/id-ID/mti.tex:4268,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0201,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0318,index-refers-to-volume1-anchor,201,O007-FREMLIN-V1-MTI-GE0057,115Yd,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7146,source/id-ID/mti.tex:4268,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0202,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0326,index-refers-to-volume1-anchor,202,O007-FREMLIN-V1-MTI-GE0058,112Db,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7444,source/id-ID/mti.tex:4444,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0203,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0329,index-refers-to-volume1-anchor,203,O007-FREMLIN-V1-MTI-GE0059,112Xf,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7486,source/id-ID/mti.tex:4467,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0204,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0329,index-refers-to-volume1-anchor,204,O007-FREMLIN-V1-MTI-GE0059,123Ya,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7486,source/id-ID/mti.tex:4467,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0205,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0329,index-refers-to-volume1-anchor,205,O007-FREMLIN-V1-MTI-GE0059,132Yb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7486,source/id-ID/mti.tex:4467,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0206,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0331,index-refers-to-volume1-anchor,206,O007-FREMLIN-V1-MTI-GE0060,131Xa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7550,source/id-ID/mti.tex:4500,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0207,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0333,index-refers-to-volume1-anchor,207,O007-FREMLIN-V1-MTI-GE0061,112B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7701,source/id-ID/mti.tex:4563,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0208,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0333,index-refers-to-volume1-anchor,208,O007-FREMLIN-V1-MTI-GE0061,133A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7701,source/id-ID/mti.tex:4563,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0209,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0333,index-refers-to-volume1-anchor,209,O007-FREMLIN-V1-MTI-GE0061,135,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7701,source/id-ID/mti.tex:4563,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0210,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0337,index-refers-to-volume1-anchor,210,O007-FREMLIN-V1-MTI-GE0062,113Yg,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7726,source/id-ID/mti.tex:4583,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0211,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0338,index-refers-to-volume1-anchor,211,O007-FREMLIN-V1-MTI-GE0063,113Yh,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7732,source/id-ID/mti.tex:4585,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0212,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,212,O007-FREMLIN-V1-MTI-GE0064,122,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7820,source/id-ID/mti.tex:4609,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0213,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,213,O007-FREMLIN-V1-MTI-GE0064,122M,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7820,source/id-ID/mti.tex:4609,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0214,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,214,O007-FREMLIN-V1-MTI-GE0064,123Ya,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7820,source/id-ID/mti.tex:4609,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0215,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,215,O007-FREMLIN-V1-MTI-GE0064,133B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7820,source/id-ID/mti.tex:4609,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0216,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,216,O007-FREMLIN-V1-MTI-GE0064,133Db,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7821,source/id-ID/mti.tex:4610,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0217,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,217,O007-FREMLIN-V1-MTI-GE0064,133F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7821,source/id-ID/mti.tex:4610,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0218,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,218,O007-FREMLIN-V1-MTI-GE0064,133Jd,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7821,source/id-ID/mti.tex:4610,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0219,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,219,O007-FREMLIN-V1-MTI-GE0064,133Xa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7821,source/id-ID/mti.tex:4610,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0220,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0341,index-refers-to-volume1-anchor,220,O007-FREMLIN-V1-MTI-GE0064,135Fa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7821,source/id-ID/mti.tex:4610,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0221,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,221,O007-FREMLIN-V1-MTI-GE0065,122,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7832,source/id-ID/mti.tex:4613,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0222,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,222,O007-FREMLIN-V1-MTI-GE0065,122E,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7832,source/id-ID/mti.tex:4613,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0223,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,223,O007-FREMLIN-V1-MTI-GE0065,122K,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7832,source/id-ID/mti.tex:4613,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0224,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,224,O007-FREMLIN-V1-MTI-GE0065,122M,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7832,source/id-ID/mti.tex:4613,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0225,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,225,O007-FREMLIN-V1-MTI-GE0065,133B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7832,source/id-ID/mti.tex:4613,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0226,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,226,O007-FREMLIN-V1-MTI-GE0065,133D,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7833,source/id-ID/mti.tex:4614,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0227,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,227,O007-FREMLIN-V1-MTI-GE0065,122Nb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7838,source/id-ID/mti.tex:4616,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0228,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,228,O007-FREMLIN-V1-MTI-GE0065,133I,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7839,source/id-ID/mti.tex:4617,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0229,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,229,O007-FREMLIN-V1-MTI-GE0065,134K,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7841,source/id-ID/mti.tex:4617,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0230,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0343,index-refers-to-volume1-anchor,230,O007-FREMLIN-V1-MTI-GE0065,133I,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7842,source/id-ID/mti.tex:4617,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0231,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0347,index-refers-to-volume1-anchor,231,O007-FREMLIN-V1-MTI-GE0066,114Aa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7904,source/id-ID/mti.tex:4649,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0232,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0347,index-refers-to-volume1-anchor,232,O007-FREMLIN-V1-MTI-GE0066,115Ab,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7904,source/id-ID/mti.tex:4649,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0233,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0347,index-refers-to-volume1-anchor,233,O007-FREMLIN-V1-MTI-GE0066,111Xb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7905,source/id-ID/mti.tex:4650,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0234,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0350,index-refers-to-volume1-anchor,234,O007-FREMLIN-V1-MTI-GE0067,1A1B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7963,source/id-ID/mti.tex:4680,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0235,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0351,index-refers-to-volume1-anchor,235,O007-FREMLIN-V1-MTI-GE0068,134Yl,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7967,source/id-ID/mti.tex:4684,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0236,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0351,index-refers-to-volume1-anchor,236,O007-FREMLIN-V1-MTI-GE0068,134Yn,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:7967,source/id-ID/mti.tex:4684,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0237,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0366,index-refers-to-volume1-anchor,237,O007-FREMLIN-V1-MTI-GE0069,123Xc,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8283,source/id-ID/mti.tex:4872,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0238,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0366,index-refers-to-volume1-anchor,238,O007-FREMLIN-V1-MTI-GE0069,123Yb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8283,source/id-ID/mti.tex:4872,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0239,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0366,index-refers-to-volume1-anchor,239,O007-FREMLIN-V1-MTI-GE0069,133Xd,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8283,source/id-ID/mti.tex:4872,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0240,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0372,index-refers-to-volume1-anchor,240,O007-FREMLIN-V1-MTI-GE0071,123C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8352,source/id-ID/mti.tex:4911,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0241,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0372,index-refers-to-volume1-anchor,241,O007-FREMLIN-V1-MTI-GE0071,133G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8352,source/id-ID/mti.tex:4911,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0242,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0373,index-refers-to-volume1-anchor,242,O007-FREMLIN-V1-MTI-GE0072,122Nb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8360,source/id-ID/mti.tex:4915,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0243,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0373,index-refers-to-volume1-anchor,243,O007-FREMLIN-V1-MTI-GE0072,122Yb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8360,source/id-ID/mti.tex:4915,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0244,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0373,index-refers-to-volume1-anchor,244,O007-FREMLIN-V1-MTI-GE0072,122Ye,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8360,source/id-ID/mti.tex:4915,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0245,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0373,index-refers-to-volume1-anchor,245,O007-FREMLIN-V1-MTI-GE0072,122Yf,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8361,source/id-ID/mti.tex:4916,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0246,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0374,index-refers-to-volume1-anchor,246,O007-FREMLIN-V1-MTI-GE0073,122Nb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8364,source/id-ID/mti.tex:4918,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0247,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0375,index-refers-to-volume1-anchor,247,O007-FREMLIN-V1-MTI-GE0074,121C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:8366,source/id-ID/mti.tex:4920,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
