schema_version,record_type,id,unit_id,rights_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-FRONT-MT10-SEGMENT-0001,O007-FREMLIN-V1-FRONT-MT10,O007-RIGHTS-FREMLIN-DSL,1,mt10,O007-FREMLIN-V1-FRONT-MT10-COMPLETE-FILE,O007-FREMLIN-V1-FRONT-MT10-COMPLETE-FILE,unit-metadata,false,,complete-source-member,1,402,1,404,0,13705,0,14003,583e6a9e306d6eb4776df5260d04f8296cf27bb97aa740d8003802c12f5de452,e5d7a1cb3403ad14ac188e64fa19f1efbb6964df5a9af7793ee03d338b606faf,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT10-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0430,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,430,O007-FREMLIN-V1-MTI-H0287,O007-FREMLIN-V1-MTI-T0430,O007-FREMLIN-V1-MTI-T0430,explicit,false,,index-index_heading,9532,9532,5386,5386,259543,259570,22036,22060,f84330087fb9f6d56a83679a385d19d6c45f9aa95151b2da2acdd45c4a516d2f,5d1c8bc14d198d6ac121641a403db8ccb7e50290d7437fc1fbd3ce3f32416829,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0431,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,431,O007-FREMLIN-V1-MTI-GE0099,O007-FREMLIN-V1-MTI-T0431,O007-FREMLIN-V1-MTI-T0431,explicit,false,,index-index_entry,9532,9533,5387,5387,259571,259603,22061,22090,5cba32097843689559271c3ceecdc4ca926e54f97a174af30ab22d6963905d84,b0a6b22f18183a2dc60c1e70b62e786c90ba0f84f0be39477139efb717c18d85,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0432,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,432,O007-FREMLIN-V1-MTI-H0288,O007-FREMLIN-V1-MTI-T0432,O007-FREMLIN-V1-MTI-T0432,explicit,false,,index-index_heading,9576,9576,5406,5406,260644,260664,22109,22129,2d88d748c0d156a8e2632a863ea9aaa11e576af5bc93331cf9b4a6c9efb59ac8,19526936f6df60817ecff6b6e68352be99c50098436a15d2dccc153f7619418f,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0433,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,433,O007-FREMLIN-V1-MTI-H0289,O007-FREMLIN-V1-MTI-T0433,O007-FREMLIN-V1-MTI-T0433,explicit,false,,index-index_heading,9606,9606,5415,5415,261634,261658,22138,22165,880d9d31baf5fa21a722598d793e0c4aaaafac2c1ebfe1b0bb4aaac9e2eec189,356454da6a65038403a1593f8d88f0e068620a245883dc58d5283d4dc36a1c21,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0434,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,434,O007-FREMLIN-V1-MTI-H0290,O007-FREMLIN-V1-MTI-T0434,O007-FREMLIN-V1-MTI-T0434,explicit,false,,index-index_heading,9690,9690,5455,5455,263900,263923,22205,22230,9288b36220b9c6ab1b68c21a82034174d6975eaab7049dd9c945732b765b11b2,4df29af31d57dc473dfbc7812f5f8c766ebc6a17019e3436b12332fade679941,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0435,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,435,O007-FREMLIN-V1-MTI-H0291,O007-FREMLIN-V1-MTI-T0435,O007-FREMLIN-V1-MTI-T0435,explicit,false,,index-index_heading,9696,9696,5460,5460,264061,264083,22235,22262,6342a23ed6b319ef50f6665f294e3af27f1c72a170c2292e9be32b4a76e1eed1,7e80f75264e88d75764a9f5dfc402007a1f5b5f7ade29153d2f910846f0da8e0,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0436,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,436,O007-FREMLIN-V1-MTI-H0292,O007-FREMLIN-V1-MTI-T0436,O007-FREMLIN-V1-MTI-T0436,explicit,false,,index-index_heading,9700,9700,5463,5463,264133,264154,22265,22286,6135f6fbc29be7c66d3b8927cc5ed35e0a42067f2fcf866c5aad24b06c9baf43,6135f6fbc29be7c66d3b8927cc5ed35e0a42067f2fcf866c5aad24b06c9baf43,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0437,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,437,O007-FREMLIN-V1-MTI-H0293,O007-FREMLIN-V1-MTI-T0437,O007-FREMLIN-V1-MTI-T0437,explicit,false,,index-index_heading,9712,9712,5468,5468,264525,264549,22291,22313,f91d2c65989207c1a42a961de1bca31e40a7ede1f98f0ba0e8647fe034529a81,a2731c32f34872ed27605b1148ba2d846c0ef322274537608d2953e59ba5988b,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0438,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,438,O007-FREMLIN-V1-MTI-H0294,O007-FREMLIN-V1-MTI-T0438,O007-FREMLIN-V1-MTI-T0438,explicit,false,,index-index_heading,9716,9716,5471,5471,264602,264627,22316,22340,43f7887496e398518c4c0550a62e8b0fa0fe0ba1cdbbbdc0937bc87e5a71d035,cb2e18bf253b5acea55dc68958503907997b4ddfb0343eb8542df2cc4601e5a4,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0439,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,439,O007-FREMLIN-V1-MTI-H0295,O007-FREMLIN-V1-MTI-T0439,O007-FREMLIN-V1-MTI-T0439,explicit,false,,index-index_heading,9720,9720,5474,5474,264678,264700,22343,22364,eac68c9cea62a3171b9b1d1938eee0a317090607b51b1271441c236b7b3e40f7,a8c8a7563371fa234e5e3d7172c025906e8d9588c632415448bb1393a325e453,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0440,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,440,O007-FREMLIN-V1-MTI-GE0100,O007-FREMLIN-V1-MTI-T0440,O007-FREMLIN-V1-MTI-T0440,explicit,false,Logical segment is the ordered concatenation of 2 authority spans and 1 rendered target spans; envelope offsets are reported.,index-index_entry,9720,9724,5475,5476,264701,264763,22365,22411,b6cd71c639eaac78ab1e620eb08e74e8875d6ecc9018b688e2825491a9bc4cbb,7e9b989cb68fd30ab6f472499f6a01345d5201bdb68e563bd074e9ca51206f9f,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0441,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,441,O007-FREMLIN-V1-MTI-GE0101,O007-FREMLIN-V1-MTI-T0441,O007-FREMLIN-V1-MTI-T0441,explicit,false,,index-index_entry,9726,9726,5478,5478,264823,264885,22413,22475,7bb3ea82131d812c03ba63564aa1df30b6cf85bb11dd0ca20a854960434c0407,830b87497eadfc588b8fdd8c5971a3bd2c403cacd77f7ce63136766eee546c52,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0442,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,442,O007-FREMLIN-V1-MTI-H0296,O007-FREMLIN-V1-MTI-T0442,O007-FREMLIN-V1-MTI-T0442,explicit,false,,index-index_heading,9732,9732,5482,5482,264996,265019,22479,22500,35ddbd219fd96a3526ef22cfb8261f8509e113f744e6965fa76afff0409c1784,a8c8a7563371fa234e5e3d7172c025906e8d9588c632415448bb1393a325e453,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0443,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,443,O007-FREMLIN-V1-MTI-GE0102,O007-FREMLIN-V1-MTI-T0443,O007-FREMLIN-V1-MTI-T0443,explicit,false,,index-index_entry,9732,9737,5483,5483,265020,265043,22501,22520,a8f6e1407403464c1beac74ee32ee5aec6134f2130af5e05c979c47a50a52563,6752cef63ae5c519b723aab8d33ec80de843ca776c7cd5d4fe9ee0220835a6ba,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0444,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,444,O007-FREMLIN-V1-MTI-H0297,O007-FREMLIN-V1-MTI-T0444,O007-FREMLIN-V1-MTI-T0444,explicit,false,,index-index_heading,9747,9747,5492,5492,265354,265379,22529,22554,ecf0d8f0869ed23afd9e015e2d9130fffc6699fe335057991c49ae502be48d95,ecf0d8f0869ed23afd9e015e2d9130fffc6699fe335057991c49ae502be48d95,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0445,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,445,O007-FREMLIN-V1-MTI-H0298,O007-FREMLIN-V1-MTI-T0445,O007-FREMLIN-V1-MTI-T0445,explicit,false,,index-index_heading,9772,9772,5509,5509,265879,265900,22584,22605,1893017ee8a74d269d46d7609fd8a86a67d9c64c15d7dfe9b728972c41a37e7d,1893017ee8a74d269d46d7609fd8a86a67d9c64c15d7dfe9b728972c41a37e7d,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0446,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,446,O007-FREMLIN-V1-MTI-H0299,O007-FREMLIN-V1-MTI-T0446,O007-FREMLIN-V1-MTI-T0446,explicit,false,,index-index_heading,9776,9776,5512,5512,265949,265971,22608,22630,7c5cdf5b4b4407900b1a65d283e3605def3d50d5a3a19b73c235febe235c6969,7c5cdf5b4b4407900b1a65d283e3605def3d50d5a3a19b73c235febe235c6969,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0447,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,447,O007-FREMLIN-V1-MTI-H0300,O007-FREMLIN-V1-MTI-T0447,O007-FREMLIN-V1-MTI-T0447,explicit,false,,index-index_heading,9808,9808,5534,5534,266492,266512,22652,22672,1bd2d71fd0df05caedd92025b91311d490aa471b07bf1bce73f977d1cfd79f73,d5b49391f1c24647abd5c607e31a42403eade426a99cab093c438fc5ea3d282f,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0448,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,448,O007-FREMLIN-V1-MTI-H0301,O007-FREMLIN-V1-MTI-T0448,O007-FREMLIN-V1-MTI-T0448,explicit,false,,index-index_heading,9822,9822,5537,5537,266993,267014,22675,22694,789fd99a203e540bffaaa1585cfbb6ae2e9c1d6f645d4ed461eca03e7c730a2c,c4f8d99b7425eca5fb79a8bee4badc6588374ff546ff58a6dcde01f86083abf5,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0449,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,449,O007-FREMLIN-V1-MTI-H0302,O007-FREMLIN-V1-MTI-T0449,O007-FREMLIN-V1-MTI-T0449,explicit,false,,index-index_heading,9834,9834,5547,5547,267210,267234,22704,22728,bea9be72ba13ca00ef7be3ac6b4690bfc5145df3250ed48e02a0c46aa1f76d2f,864d5ca73167bd3b6f38bec8cd0b9d4810b7a3500c35e2dcea6aad69e8ebc4bc,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0450,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,450,O007-FREMLIN-V1-MTI-GE0103,O007-FREMLIN-V1-MTI-T0450,O007-FREMLIN-V1-MTI-T0450,explicit,false,Logical segment is the ordered concatenation of 4 authority spans and 1 rendered target spans; envelope offsets are reported.,index-index_entry,9834,9843,5548,5550,267235,267522,22729,22858,f1dad778f7fe6f6fe87548fe7ff90f817410eab1387ad4f137d4baa77a78d832,a5c4a21e2c04d0e3729ec30faa07ff40c4e9a6006bded38f908a7a6464bfe444,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0451,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,451,O007-FREMLIN-V1-MTI-H0303,O007-FREMLIN-V1-MTI-T0451,O007-FREMLIN-V1-MTI-T0451,explicit,false,,index-index_heading,9849,9849,5555,5555,267670,267697,22863,22887,c3c4fb1d2707a746639d6e4939226313d209820c429155b2a87b83d03b3d6b81,6e98bcc78331892cf65d85d14acfb9199fc5fbaadf41feee1f5724ca393ef5ad,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0452,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,452,O007-FREMLIN-V1-MTI-H0304,O007-FREMLIN-V1-MTI-T0452,O007-FREMLIN-V1-MTI-T0452,explicit,false,,index-index_heading,9869,9869,5563,5563,268256,268277,22895,22917,530a2ccf22ec6947165a71d68b1c5d46252e7efbb0df160b78516d03e5eef3d5,765e62b9580e63ce9aa880452dcf1bb63f9b607ef53143f9b030d50aacb45e97,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0453,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,453,O007-FREMLIN-V1-MTI-H0305,O007-FREMLIN-V1-MTI-T0453,O007-FREMLIN-V1-MTI-T0453,explicit,false,,index-index_heading,9878,9878,5568,5568,268455,268476,22922,22943,423779e9126039a5c8e6d82e47debf289962e42134b74605dfad47a2964babc6,423779e9126039a5c8e6d82e47debf289962e42134b74605dfad47a2964babc6,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0454,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,454,O007-FREMLIN-V1-MTI-H0306,O007-FREMLIN-V1-MTI-T0454,O007-FREMLIN-V1-MTI-T0454,explicit,false,,index-index_heading,9904,9904,5582,5582,269104,269127,22957,22980,5f8f8cbb50769366eaa186f32a227e69a1f6156ad78f9186d9feb090410b622a,5f8f8cbb50769366eaa186f32a227e69a1f6156ad78f9186d9feb090410b622a,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0455,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,455,O007-FREMLIN-V1-MTI-H0307,O007-FREMLIN-V1-MTI-T0455,O007-FREMLIN-V1-MTI-T0455,explicit,false,,index-index_heading,9914,9914,5589,5589,269297,269313,22987,23006,6516731e6917212d8809a02a9f200d0b8f5c99820d0e4013dc543529cf696a83,eae03a4dcd021b08bb4aa01bef9bd7cc9d1c2d34610180d0d465b301abb3bdc1,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0456,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,456,O007-FREMLIN-V1-MTI-H0308,O007-FREMLIN-V1-MTI-T0456,O007-FREMLIN-V1-MTI-T0456,explicit,false,,index-index_heading,9920,9920,5592,5592,269449,269477,23009,23034,d835609e59fddbce61f8dd944cd3ca5959ae04cda4abbba2d6661823bd570fd5,ba824a1a27ed2c5cb0e69dd41bed8bff77bd75bd390a57d58c02706ab9a65fbc,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0457,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,457,O007-FREMLIN-V1-MTI-GE0104,O007-FREMLIN-V1-MTI-T0457,O007-FREMLIN-V1-MTI-T0457,explicit,false,,index-index_entry,9920,9921,5593,5593,269478,269521,23035,23080,823a71a40457c8c5b8d652abedf3dadb7a4bd11fd69d03da06f53eb61a94375c,5a925f183cda151482cc37e7f154a48d853596ca0a7f98bbd47c46619a2f774b,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0458,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,458,O007-FREMLIN-V1-MTI-H0309,O007-FREMLIN-V1-MTI-T0458,O007-FREMLIN-V1-MTI-T0458,explicit,false,,index-index_heading,9923,9923,5595,5595,269523,269551,23082,23106,758db625969604b40d0278d82ebcbbb69d9cf6d65134fc8bc143a566e47da0a7,40f36fa205667b2bf12d9505adbd8b9fb96aecd199883040548c1ab1f0cb96cf,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0459,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,459,O007-FREMLIN-V1-MTI-GE0105,O007-FREMLIN-V1-MTI-T0459,O007-FREMLIN-V1-MTI-T0459,explicit,false,,index-index_entry,9923,9924,5596,5596,269552,269595,23107,23151,0146b34ba1899e19357c57cb3210d2abed47c723e46d1dff46d46a9621c487c3,638bdc5323fb90565daef577fe280bf298460a9979eb20a14c599754ad2b9a7c,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0460,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,460,O007-FREMLIN-V1-MTI-H0310,O007-FREMLIN-V1-MTI-T0460,O007-FREMLIN-V1-MTI-T0460,explicit,false,,index-index_heading,9926,9926,5598,5598,269597,269625,23153,23178,6bf9ff4d0de84d63bf9b709f697c260199a2784b6ce74f77a03c712c216aff16,403ffc42dd80d3858c3522ab1512c5e73f2002418172b0179b9958a283c035c0,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0461,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,461,O007-FREMLIN-V1-MTI-GE0106,O007-FREMLIN-V1-MTI-T0461,O007-FREMLIN-V1-MTI-T0461,explicit,false,,index-index_entry,9926,9927,5599,5599,269626,269662,23179,23217,0fe44d8d527e89517471edf759a08dfce93349de27ce0f19c86c2e30b81fd758,28306b00fc1a62f0bcae0955312276f905b04b74d1096f787779f98d7b8ce43d,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0462,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,462,O007-FREMLIN-V1-MTI-H0311,O007-FREMLIN-V1-MTI-T0462,O007-FREMLIN-V1-MTI-T0462,explicit,false,,index-index_heading,9929,9929,5601,5601,269697,269724,23219,23242,47c748dd0fe9969882b7a32de4ad54e29b97109de4b9e768f7471e64866f55ac,a51d08499bd352f2a1c496b14cdac67888a6b6d7a05683b7fb3cf6c839ef604e,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
